Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score(4),Sharpe Score(4),Sortino Score(4),RiskAdj Perf(12),StdDev Score(4),MeanRet Score(4),Beta Score(2),Vol & Return(10),NumStocks Score(2),Top10 Score(2),Top5 Score(2),Top3Sec Score(2),Diversification(8),PE Score(3),PB Score(3),Valuation(6),YTM Score(1),Duration Score(1),Maturity Score(1),Credit Score(1),Debt Quality(4),Total Score(40),Risk Category,Fund Rating
Canara Robeco Focused Dir,solution-oriented,Solution: Children - Debt,Direct,-1.5,15.07,14.26,BSE 500 TRI,0.79,13.68,12.33,1.51,0.92,0.61,14.62,14.73,,,,,25,https://www.valueresearchonline.com/funds/41458/,INF760K01JQ6,148883,,,,,,,2,2,1,5,2,3,1,6,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,17.5,Moderately High Risk,Average
Capitalmind Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45313/,INF226401018,153738,,,,,,,1,1,1,3,1,1,1,3,1,2,2,1,6,3,2,5,0,0,0,0,0,17,Moderately High Risk,Average
DSP Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,0.76,15.09,12.11,BSE 500 TRI,0.79,13.68,12.33,1.09,0.97,0.58,15.43,14.74,,,,,25,https://www.valueresearchonline.com/funds/16386/,INF740K01PI2,119076,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,19.5,Moderately High Risk,Average
DSP Focused Dir,solution-oriented,Solution: Children - Debt,Direct,1.71,17.48,12.25,BSE 500 TRI,0.79,13.68,12.33,2.53,0.96,0.66,15.53,16.05,,,,,25,https://www.valueresearchonline.com/funds/16388/,INF740K01OB0,119096,,,,,,,3,2,1,6,1,3,1,5,1,1,1,1,4,2,1,3,0,0,0,0,0,18,Moderately High Risk,Average
DSP Nifty500 Flexicap Quality 30 ETF,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/,INF740KA1WR5,153801,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
DSP Nifty500 Flexicap Quality 30 Index Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45446/,INF740KA1WR5,153801,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
DSP Nifty 500 Index Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45719/,INF740KA1XY9,154088,,,,,,,1,1,1,3,1,1,1,3,2,1,1,1,5,2,1,3,0,0,0,0,0,14,Moderately High Risk,Average
Edelweiss Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,1.98,17.17,15.09,BSE 500 TRI,0.79,13.68,12.33,3.34,0.99,0.73,15.48,17.1,,,,,25,https://www.valueresearchonline.com/funds/29263/,INF843K01KK1,140353,,,,,,,3,2,1,6,1,3,1,5,2,1.5,1.5,1,6.0,1.5,1.5,3.0,0,0,0,0,0,20.0,Moderate Risk,Average
Edelweiss Focused Dir,solution-oriented,Solution: Children - Debt,Direct,0.99,15.74,,BSE 500 TRI,0.79,13.68,,1.88,0.98,0.63,15.56,15.61,,,,,25,https://www.valueresearchonline.com/funds/42298/,INF754K01OP1,150376,,,,,,,2,2,1,5,1,3,1,5,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,17.5,Moderately High Risk,Average
Franklin India Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,-2.34,15.88,14.41,BSE 500 TRI,0.79,13.68,12.33,2.14,0.92,0.66,14.47,15.37,,,,,25,https://www.valueresearchonline.com/funds/16008/,INF090I01FK3,118535,,,,,,,3,2,1,6,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,21.0,Moderate Risk,Average
Franklin India Focused Equity Dir,solution-oriented,Solution: Children - Debt,Direct,-5.63,11.6,12.27,BSE 500 TRI,0.79,13.68,12.33,-0.71,0.88,0.45,14.11,12.17,,,,,25,https://www.valueresearchonline.com/funds/15990/,INF090I01IW2,118564,,,,,,,1,1,1,3,2,3,1,6,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,16.0,Moderately High Risk,Average
Groww Nifty 500 Low Volatility 50 ETF,solution-oriented,Solution: Children - Debt,Direct,0.79,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/,INF666M01ME1,153905,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Groww Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,Direct,-2.05,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/,INF666M01KC9,153456,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Groww Nifty 500 Momentum 50 ETF FoF Dir,solution-oriented,Solution: Children - Debt,Direct,-1.88,,,BSE 500 TRI,0.79,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45097/,INF666M01JX7,153453,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Total Market Index Dir,solution-oriented,Solution: Children - Debt,Direct,-0.05,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43806/,INF666M01HM4,152092,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
HDFC BSE 500 ETF,solution-oriented,Solution: Children - Debt,Direct,-0.36,13.28,,BSE 500 TRI,0.79,13.68,,-0.33,1,0.5,15.4,13.53,,,,,25,https://www.valueresearchonline.com/funds/43117/,INF179KC1JE9,154152,,,,,,,1,2,1,4,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,19.0,Moderately High Risk,Average
HDFC BSE 500 Index Dir,solution-oriented,Solution: Children - Debt,Direct,-0.43,13,,BSE 500 TRI,0.79,13.68,,-0.57,1,0.48,15.35,13.26,,,,,25,https://www.valueresearchonline.com/funds/43477/,INF179KC1GG9,151728,,,,,,,1,1,1,3,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,18.0,Moderately High Risk,Average
HDFC Diversified Equity All Cap Active FoF Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45485/,INF179KC1JU4,153860,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
HDFC Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,2.15,18.74,18.48,BSE 500 TRI,0.79,13.68,12.33,5.28,0.82,0.9,13.11,17.73,,,,,25,https://www.valueresearchonline.com/funds/16026/,INF179K01UT0,118955,,,,,,,4,2,1,7,2,3,1,6,1.5,1,1,1,4.5,2,2,4,0,0,0,0,0,21.5,Moderate Risk,Average
HDFC Focused Dir,solution-oriented,Solution: Children - Debt,Direct,1.39,18.68,20.1,BSE 500 TRI,0.79,13.68,12.33,5.14,0.8,0.9,12.83,17.37,,,,,25,https://www.valueresearchonline.com/funds/16021/,INF179K01VK7,118950,,,,,,,4,2,1,7,2,3,1,6,1,1,1,1,4,2,2,4,0,0,0,0,0,21,Moderate Risk,Average
HDFC Retirement Savings Equity Dir,solution-oriented,Solution: Children - Debt,Direct,-3.31,13.2,14.66,BSE 500 TRI,0.79,13.68,12.33,0.17,0.86,0.52,13.56,12.94,,,,,25,https://www.valueresearchonline.com/funds/31780/,INF179KB1MF0,136094,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,20.5,Moderate Risk,Average
Helios Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,8.4,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43839/,INF0R8701046,152135,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
HSBC Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,3.31,18.49,15.05,BSE 500 TRI,0.79,13.68,12.33,4.18,1.09,0.74,17.32,18.73,,,,,25,https://www.valueresearchonline.com/funds/16320/,INF336L01DH5,120046,,,,,,,4,2,1,7,1,4,1,6,2,2,2,1,7,1.5,2,3.5,0,0,0,0,0,23.5,Moderate Risk,Average
HSBC Focused Dir,solution-oriented,Solution: Children - Debt,Direct,5.4,16.53,12.38,BSE 500 TRI,0.79,13.68,12.33,2.4,1.03,0.63,16.87,16.48,,,,,25,https://www.valueresearchonline.com/funds/41022/,INF336L01PB2,148411,,,,,,,3,2,1,6,1,3,1,5,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,18.0,Moderately High Risk,Average
ICICI Pru BSE 500 ETF,solution-oriented,Solution: Children - Debt,Direct,-0.39,13.27,11.84,BSE 500 TRI,0.79,13.68,12.33,-0.33,1,0.5,15.4,13.52,,,,,25,https://www.valueresearchonline.com/funds/36037/,INF209KB13F9,149783,,,,,,,1,2,1,4,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,19.0,Moderately High Risk,Average
ICICI Pru BSE 500 ETF FOF Dir,solution-oriented,Solution: Children - Debt,Direct,-0.53,12.79,,BSE 500 TRI,0.79,13.68,,-0.5,0.99,0.49,15.3,13.29,,,,,1,https://www.valueresearchonline.com/funds/41852/,INF109KC1V91,149331,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
ICICI Pru Diversified Equity All Cap Active FoF Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45888/,INF109KC1I49,148035,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
ICICI Pru Diversified Equity All Cap Omni FoF Dir*,solution-oriented,Solution: Children - Debt,Direct,1.83,18.66,16.69,BSE 500 TRI,0.79,13.68,12.33,4.77,0.92,0.84,14.38,17.98,,,,,10,https://www.valueresearchonline.com/funds/40662/,INF109KC1I49,148035,,,,,,,4,2,1,7,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,19,Moderately High Risk,Average
ICICI Pru Flexicap Dir,solution-oriented,Solution: Children - Debt,Direct,7.68,17.85,,BSE 500 TRI,0.79,13.68,,3.31,0.96,0.71,15.4,16.84,,,,,25,https://www.valueresearchonline.com/funds/41525/,INF109KC1R14,148990,,,,,,,3,2,1,6,1,3,1,5,1.5,1,1,1,4.5,1,1.5,2.5,0,0,0,0,0,18.0,Moderately High Risk,Average
ICICI Pru Focused Equity Dir,solution-oriented,Solution: Children - Debt,Direct,2.99,20.42,17.8,BSE 500 TRI,0.79,13.68,12.33,5.71,0.96,0.87,15.3,19.23,,,,,25,https://www.valueresearchonline.com/funds/17412/,INF109K018N2,120722,,,,,,,4,2,1,7,1,4,1,6,1,1,1.5,1,4.5,2,1.5,3.5,0,0,0,0,0,21.0,Moderate Risk,Average
ICICI Pru Nifty 500 Index Dir,solution-oriented,Solution: Children - Debt,Direct,-0.32,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44820/,INF109KC16Y3,153161,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
ICICI Pru Retirement Pure Equity Dir,solution-oriented,Solution: Children - Debt,Direct,7.97,24.55,22.48,BSE 500 TRI,0.79,13.68,12.33,9.68,1.03,1.08,16.55,23.82,,,,,25,https://www.valueresearchonline.com/funds/39055/,INF109KC1TS2,146349,,,,,,,4,3,1,8,1,4,1,6,2,2,2,1.5,7.5,1,1.5,2.5,0,0,0,0,0,24.0,Moderate Risk,Average
Invesco India Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,1.7,20.72,,BSE 500 TRI,0.79,13.68,,4.84,1.05,0.77,17.21,19.07,,,,,25,https://www.valueresearchonline.com/funds/42014/,INF205KA1494,149763,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,20.5,Moderate Risk,Average
Invesco India Focused Dir,solution-oriented,Solution: Children - Debt,Direct,0.07,23.61,17.25,BSE 500 TRI,0.79,13.68,12.33,7.6,1.02,0.9,17.52,21.64,,,,,24,https://www.valueresearchonline.com/funds/41096/,INF205KA1213,148481,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,19,Moderately High Risk,Average
ITI Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,8.89,21.04,,BSE 500 TRI,0.79,13.68,,5.43,1.07,0.81,17.27,19.85,,,,,25,https://www.valueresearchonline.com/funds/43120/,INF00XX01CO7,151379,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,2,1,6.0,1.5,1.5,3.0,0,0,0,0,0,22.0,Moderate Risk,Average
ITI Focused Dir,solution-oriented,Solution: Children - Debt,Direct,7.98,19.88,,BSE 500 TRI,0.79,13.68,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43534/,INF00XX01CS8,151777,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,13.5,Moderately High Risk,Average
JioBlackRock Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45482/,INF22M001093,153859,,,,,,,1,1,1,3,1,1,1,3,2,1,1,1,5,2,1,3,0,0,0,0,0,14,Moderately High Risk,Average
JM Flexicap Dir,solution-oriented,Solution: Children - Debt,Direct,0.58,18.45,17.7,BSE 500 TRI,0.79,13.68,12.33,4.21,1.05,0.72,17.44,18.51,,,,,25,https://www.valueresearchonline.com/funds/16547/,INF192K01CC7,120492,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,2,1,6.0,2,2,4,0,0,0,0,0,23.0,Moderate Risk,Average
JM Focused Dir,solution-oriented,Solution: Children - Debt,Direct,1.26,15.74,14.54,BSE 500 TRI,0.79,13.68,12.33,1.92,1.04,0.6,17.13,16.13,,,,,25,https://www.valueresearchonline.com/funds/16539/,INF192K01BW7,120488,,,,,,,2,2,1,5,1,3,1,5,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,17.0,Moderately High Risk,Average
Kotak Flexicap Dir,solution-oriented,Solution: Children - Debt,Direct,0.29,15.14,12.74,BSE 500 TRI,0.79,13.68,12.33,1.48,0.94,0.6,14.96,14.89,,,,,25,https://www.valueresearchonline.com/funds/17140/,INF174K01LS2,120166,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Kotak Focused Dir,solution-oriented,Solution: Children - Debt,Direct,9.04,17.73,14.55,BSE 500 TRI,0.79,13.68,12.33,3.31,0.93,0.74,14.55,16.61,,,,,25,https://www.valueresearchonline.com/funds/40098/,INF174KA1EN7,147473,,,,,,,3,2,1,6,2,3,1,6,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,19.5,Moderately High Risk,Average
Kotak Nifty500 Momentum 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45646/,INF174KA1YC8,154032,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Kotak Nifty Alpha 50 ETF,solution-oriented,Solution: Children - Debt,Direct,0.22,20.47,,BSE 500 TRI,0.79,13.68,,5.49,1.34,0.7,23.22,22.11,,,,,25,https://www.valueresearchonline.com/funds/41896/,INF174KA1XG1,153781,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,21.5,Moderate Risk,Average
Kotak Nifty Alpha 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45402/,INF174KA1XG1,153781,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
LIC MF Children's Dir,solution-oriented,Solution: Children - Debt,Direct,3.54,11.07,9.12,BSE 500 TRI,0.79,13.68,12.33,-2.15,0.9,0.34,14.96,10.89,,,,,25,https://www.valueresearchonline.com/funds/17648/,INF767K01FB1,120285,,,,,,,1,1,1,3,2,2,1,5,1.5,2,2,1.5,7.0,1.5,1.5,3.0,0,0,0,0,0,18.0,Moderately High Risk,Average
LIC MF Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,7.11,13.74,11.98,BSE 500 TRI,0.79,13.68,12.33,-0.77,0.97,0.44,15.99,12.89,,,,,25,https://www.valueresearchonline.com/funds/16756/,INF767K01EG3,120264,,,,,,,1,1,1,3,1,3,1,5,1.5,1.5,2,1,6.0,1.5,1.5,3.0,0,0,0,0,0,17.0,Moderately High Risk,Average
LIC MF Focused Dir,solution-oriented,Solution: Children - Debt,Direct,-1.63,11.32,10.86,BSE 500 TRI,0.79,13.68,12.33,-2.5,0.94,0.32,15.54,10.89,,,,,25,https://www.valueresearchonline.com/funds/34738/,INF397L01KA7,152010,,,,,,,1,1,1,3,1,2,1,4,1,1,1,1,4,2,1.5,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Mahindra Manulife Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,-1.89,13.68,,BSE 500 TRI,0.79,13.68,,0.54,0.94,0.55,14.67,13.91,,,,,25,https://www.valueresearchonline.com/funds/41633/,INF174V01AS2,149104,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Mahindra Manulife Focused Dir,solution-oriented,Solution: Children - Debt,Direct,2.69,18.96,16.86,BSE 500 TRI,0.79,13.68,12.33,5.16,0.91,0.85,14.64,18.31,,,,,25,https://www.valueresearchonline.com/funds/41169/,INF174V01AG7,148567,,,,,,,4,2,1,7,2,4,1,7,1,1,1.5,1,4.5,2,2,4,0,0,0,0,0,22.5,Moderate Risk,Average
Mirae Asset Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,3.19,15.28,,BSE 500 TRI,0.79,13.68,,1.83,0.93,0.64,14.57,15.17,,,,,25,https://www.valueresearchonline.com/funds/43134/,INF769K01JJ2,151412,,,,,,,2,2,1,5,2,3,1,6,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,20.5,Moderate Risk,Average
Mirae Asset Focused Dir,solution-oriented,Solution: Children - Debt,Direct,-5.54,8.7,7.93,BSE 500 TRI,0.79,13.68,12.33,-4.51,0.94,0.2,15.51,8.89,,,,,25,https://www.valueresearchonline.com/funds/39823/,INF769K01EU0,147206,,,,,,,1,1,1,3,1,2,1,4,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Mirae Asset Nifty Total Market Index Dir,solution-oriented,Solution: Children - Debt,Direct,0.13,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44601/,INF769K01MD9,152968,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Motilal Oswal BSE 1000 Index Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45219/,INF247L01FM9,153596,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,2,2,4,0,0,0,0,0,15.0,Moderately High Risk,Average
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,3,https://www.valueresearchonline.com/funds/45729/,INF247L01GL9,154112,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Motilal Oswal Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,-6.25,18.99,12.47,BSE 500 TRI,0.79,13.68,12.33,5.7,0.95,0.77,17.35,19.19,,,,,25,https://www.valueresearchonline.com/funds/26125/,INF247L01502,129046,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,19.5,Moderately High Risk,Average
Motilal Oswal Focused Dir,solution-oriented,Solution: Children - Debt,Direct,15.39,12.92,10.04,BSE 500 TRI,0.79,13.68,12.33,-1.34,1.06,0.37,19.18,13.01,,,,,25,https://www.valueresearchonline.com/funds/19514/,INF247L01189,122389,,,,,,,1,1,1,3,1,3,1,5,1,1.5,1.5,1,5.0,1,1.5,2.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Motilal Oswal Nifty 500 ETF,solution-oriented,Solution: Children - Debt,Direct,0.06,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43812/,INF247L01DH4,152869,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Motilal Oswal Nifty 500 Index Dir,solution-oriented,Solution: Children - Debt,Direct,0.13,13.76,12.04,BSE 500 TRI,0.79,13.68,12.33,0.11,1,0.53,15.44,13.99,,,,,25,https://www.valueresearchonline.com/funds/40240/,INF247L01AE7,147794,,,,,,,2,2,1,5,1,3,1,5,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,19.5,Moderately High Risk,Average
Motilal Oswal Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,Direct,-2.19,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44555/,INF247L01DJ0,152871,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Nifty 500 Momentum 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,-1.96,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44554/,INF247L01DL6,152875,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Motilal Oswal Nifty Alpha 50 ETF,solution-oriented,Solution: Children - Debt,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45363/,INF247L01DG6,152867,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Navi Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,11.11,14.72,13.66,BSE 500 TRI,0.79,13.68,12.33,0.37,0.98,0.52,15.72,14.09,,,,,25,https://www.valueresearchonline.com/funds/36686/,INF959L01DT9,143793,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,2,1,6.0,2,1.5,3.5,0,0,0,0,0,19.5,Moderately High Risk,Average
Nippon India Diversified Equity Flexicap Passive FoF Dir,solution-oriented,Solution: Children - Debt,Direct,-0.76,13.1,11.65,BSE 500 TRI,0.79,13.68,12.33,-0.35,1,0.49,15.41,13.48,,,,,3,https://www.valueresearchonline.com/funds/41241/,INF204KB16X6,148642,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
Nippon India Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,1.14,14.89,,BSE 500 TRI,0.79,13.68,,0.95,1,0.57,15.77,14.82,,,,,25,https://www.valueresearchonline.com/funds/41616/,INF204KC1121,149094,,,,,,,2,2,1,5,1,3,1,5,2,1.5,1.5,1,6.0,1.5,1.5,3.0,0,0,0,0,0,19.0,Moderately High Risk,Average
Nippon India Focused Dir,solution-oriented,Solution: Children - Debt,Direct,0.97,14.07,12.89,BSE 500 TRI,0.79,13.68,12.33,0.53,0.94,0.53,15.05,13.9,,,,,25,https://www.valueresearchonline.com/funds/16129/,INF204K01F95,118692,,,,,,,2,2,1,5,1,3,1,5,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,17.5,Moderately High Risk,Average
Nippon India Nifty 500 Low Volatility 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,0.63,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45109/,INF204KC1EQ2,153474,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,2,1.5,3.5,0,0,0,0,0,15.0,Moderately High Risk,Average
Nippon India Nifty 500 Momentum 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,-1.8,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44558/,INF204KC1DG5,152881,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Nippon India Nifty 500 Quality 50 Index Dir,solution-oriented,Solution: Children - Debt,Direct,-1.36,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45105/,INF204KC1EW0,153470,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,1,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Nippon India Retirement Wealth Creation Dir,solution-oriented,Solution: Children - Debt,Direct,0.53,15.15,13.63,BSE 500 TRI,0.79,13.68,12.33,1.88,0.97,0.63,15.28,15.51,,,,,25,https://www.valueresearchonline.com/funds/29291/,INF204KA1B72,133568,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,18.5,Moderately High Risk,Average
NJ Flexi Cap Dir,solution-oriented,Solution: Children - Debt,Direct,-2.76,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43714/,INF0J8L01156,151917,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
